order_id,order_date,dt_month,country_code,channel_id,shop_id,warehouse_id,dest_warehouse,order_type,campaign_id,gmv,cost_promo_discount,cost_ad_spend,cost_refund,cost_front_total,cost_production,cost_freight,cost_warehouse,cost_commission,cost_other,cost_back_total,gross_margin_amt,gross_margin_pct,item_qty,sku_qty,created_at,paid_at,shipped_at,delivered_at,turnover_days
413,2026-01-13,2026-01,UK,AMZ,SHOP_EU,WH_UK,WH_AU,B2C_STD,CAMP002,217.13,18.87,11.6,4.47,34.94,50.26,8.08,5.68,29.98,5.95,99.95,82.24,0.3788,4,1,2026-01-13,2026-01-13 00:00:00,2026-01-14 00:00:00,2026-01-17 11:00:00,4
414,2025-08-29,2025-08,US,AMZ,SHOP_US,WH_US_EAST,WH_UK,B2C_STD,,74.34,7.42,4.93,0.81,13.16,18.11,3.87,2.57,9.61,0.95,35.11,26.070000000000007,0.3507,2,2,2025-08-29,2025-08-29 00:00:00,2025-08-30 07:00:00,2025-09-02 23:00:00,21
415,2025-09-19,2025-09,UK,AMZ,SHOP_US,WH_UK,WH_US_WEST,B2C_STD,,235.58,26.69,10.33,4.9,41.92,47.43,11.0,10.92,34.44,2.96,106.74999999999999,86.91000000000004,0.3689,4,2,2025-09-19,2025-09-19 01:00:00,2025-09-20 00:00:00,2025-09-25 20:00:00,18
416,2025-07-14,2025-07,US,DTC,SHOP_EU,WH_UK,WH_EU_DE,B2C_STD,CAMP001,181.6,4.0,15.68,5.59,25.27,44.5,10.19,6.5,19.73,2.45,83.37,72.95999999999998,0.4018,4,3,2025-07-14,2025-07-14 00:00:00,2025-07-15 13:00:00,2025-07-19 21:00:00,7
417,2025-05-19,2025-05,US,AMZ,SHOP_EU,WH_US_EAST,WH_EU_DE,B2C_STD,,211.12,7.47,9.08,15.93,32.480000000000004,42.98,12.52,10.11,26.67,6.17,98.45,80.18999999999998,0.3798,5,2,2025-05-19,2025-05-19 00:00:00,2025-05-19 08:00:00,2025-05-24 16:00:00,15
418,2025-05-31,2025-05,FR,AMZ,SHOP_EU,WH_EU_DE,WH_AU,B2C_STD,,152.36,16.55,5.48,7.44,29.470000000000002,28.86,4.64,5.26,17.15,3.64,59.55,63.34000000000002,0.4157,3,2,2025-05-31,2025-05-31 00:00:00,2025-05-31 21:00:00,2025-06-07 04:00:00,21
419,2025-10-04,2025-10,DE,AMZ,SHOP_US,WH_UK,WH_AU,B2C_PROMO,CAMP001,201.49,13.27,12.2,13.46,38.93,47.31,13.71,6.99,25.01,5.24,98.26,64.3,0.3191,5,2,2025-10-04,2025-10-04 00:00:00,2025-10-05 18:00:00,2025-10-09 16:00:00,6
420,2025-11-02,2025-11,US,DTC,SHOP_UK,WH_US_WEST,WH_US_EAST,B2C_MEMBER,,33.56,2.57,2.55,1.91,7.029999999999999,6.69,2.2,0.79,3.74,0.6,14.02,12.510000000000002,0.3728,2,3,2025-11-02,2025-11-02 01:00:00,2025-11-03 23:00:00,2025-11-08 12:00:00,16
421,2025-11-16,2025-11,FR,AMZ,SHOP_UK,WH_US_EAST,WH_US_EAST,B2C_PROMO,CAMP002,210.04,18.13,12.74,1.89,32.76,41.42,10.15,9.26,19.58,3.51,83.92,93.36,0.4445,1,1,2025-11-16,2025-11-16 00:00:00,2025-11-16 14:00:00,2025-11-23 09:00:00,20
422,2025-11-16,2025-11,UK,AMZ,SHOP_EU,WH_AU,WH_US_EAST,B2C_STD,,38.83,3.41,1.92,2.29,7.62,7.73,1.27,1.06,4.49,0.57,15.120000000000001,16.089999999999996,0.4144,2,1,2025-11-16,2025-11-16 01:00:00,2025-11-16 21:00:00,2025-11-20 19:00:00,24
423,2025-03-06,2025-03,FR,AMZ,SHOP_UK,WH_EU_DE,WH_AU,B2C_STD,CAMP001,225.78,25.55,15.6,4.97,46.12,52.99,15.3,10.61,26.42,4.43,109.75,69.91,0.3096,5,2,2025-03-06,2025-03-06 01:00:00,2025-03-07 02:00:00,2025-03-09 23:00:00,8
424,2025-07-31,2025-07,DE,AMZ,SHOP_EU,WH_US_EAST,WH_AU,B2C_MEMBER,,248.23,29.71,13.48,12.69,55.879999999999995,57.89,19.3,11.75,33.94,5.22,128.1,64.25,0.2588,5,1,2025-07-31,2025-07-31 00:00:00,2025-08-01 16:00:00,2025-08-04 14:00:00,28
425,2025-02-22,2025-02,US,DTC,SHOP_US,WH_AU,WH_AU,B2C_STD,CAMP002,94.69,8.71,9.02,2.58,20.310000000000002,18.02,3.98,4.57,12.45,2.14,41.16,33.22,0.3508,5,1,2025-02-22,2025-02-22 00:00:00,2025-02-22 23:00:00,2025-02-27 05:00:00,21
426,2025-08-20,2025-08,US,DTC,SHOP_UK,WH_AU,WH_EU_DE,B2C_STD,,76.27,3.72,7.21,6.09,17.02,13.98,3.52,2.72,9.65,1.15,31.019999999999996,28.230000000000004,0.3701,5,3,2025-08-20,2025-08-20 01:00:00,2025-08-20 10:00:00,2025-08-27 07:00:00,16
427,2025-07-12,2025-07,US,AMZ,SHOP_US,WH_UK,WH_AU,B2C_PROMO,CAMP001,198.38,21.42,12.93,4.18,38.53,39.52,7.77,8.0,17.44,5.75,78.48,81.36999999999999,0.4102,4,3,2025-07-12,2025-07-12 01:00:00,2025-07-13 14:00:00,2025-07-19 23:00:00,28
428,2025-12-22,2025-12,UK,DTC,SHOP_UK,WH_UK,WH_EU_DE,B2C_PROMO,CAMP003,85.67,2.14,4.54,1.91,8.59,17.76,5.04,3.71,11.18,1.15,38.839999999999996,38.24,0.4464,1,2,2025-12-22,2025-12-22 01:00:00,2025-12-22 18:00:00,2025-12-29 00:00:00,22
429,2025-06-09,2025-06,UK,AMZ,SHOP_US,WH_UK,WH_US_EAST,B2C_PROMO,,220.42,9.5,17.99,16.41,43.9,38.32,8.32,5.27,25.35,6.46,83.71999999999998,92.8,0.421,4,2,2025-06-09,2025-06-09 01:00:00,2025-06-10 03:00:00,2025-06-15 15:00:00,16
430,2025-03-15,2025-03,US,DTC,SHOP_UK,WH_US_EAST,WH_US_EAST,B2C_STD,,52.63,5.78,1.71,0.1,7.59,12.07,2.52,2.0,7.5,0.54,24.63,20.410000000000007,0.3878,5,2,2025-03-15,2025-03-15 00:00:00,2025-03-15 23:00:00,2025-03-21 21:00:00,3
431,2025-03-25,2025-03,US,AMZ,SHOP_US,WH_US_EAST,WH_US_EAST,B2C_STD,,57.71,2.63,3.65,3.22,9.5,11.46,3.74,1.21,8.33,1.13,25.87,22.34,0.3871,3,3,2025-03-25,2025-03-25 01:00:00,2025-03-25 17:00:00,2025-03-30 21:00:00,17
432,2025-11-05,2025-11,DE,AMZ,SHOP_US,WH_EU_DE,WH_US_WEST,B2C_MEMBER,,245.41,10.32,13.14,14.24,37.7,45.01,14.24,8.57,20.58,4.09,92.49,115.21999999999998,0.4695,4,1,2025-11-05,2025-11-05 01:00:00,2025-11-07 00:00:00,2025-11-08 05:00:00,9
433,2025-09-14,2025-09,AU,AMZ,SHOP_UK,WH_UK,WH_US_WEST,B2C_STD,,178.24,6.03,16.83,11.93,34.79,28.64,8.79,4.39,24.5,3.38,69.69999999999999,73.75000000000003,0.4138,5,3,2025-09-14,2025-09-14 01:00:00,2025-09-15 21:00:00,2025-09-22 02:00:00,25
434,2025-03-09,2025-03,UK,DTC,SHOP_US,WH_AU,WH_UK,B2C_PROMO,,216.32,22.91,6.67,16.86,46.44,37.61,11.04,5.51,17.88,4.63,76.66999999999999,93.21000000000001,0.4309,5,3,2025-03-09,2025-03-09 01:00:00,2025-03-10 12:00:00,2025-03-15 18:00:00,3
435,2025-03-03,2025-03,US,AMZ,SHOP_US,WH_US_WEST,WH_UK,B2C_PROMO,CAMP002,101.35,7.1,6.96,7.91,21.97,24.82,5.89,3.14,10.71,1.9,46.46,32.919999999999995,0.3248,1,1,2025-03-03,2025-03-03 00:00:00,2025-03-04 05:00:00,2025-03-06 17:00:00,20
436,2025-10-14,2025-10,US,AMZ,SHOP_US,WH_EU_DE,WH_UK,B2C_PROMO,,178.83,15.65,14.64,0.93,31.22,32.28,5.42,5.9,21.09,3.27,67.96,79.65000000000002,0.4454,2,1,2025-10-14,2025-10-14 00:00:00,2025-10-14 17:00:00,2025-10-21 14:00:00,29
437,2025-02-27,2025-02,US,AMZ,SHOP_UK,WH_US_EAST,WH_US_WEST,B2C_STD,,160.73,7.06,10.28,10.57,27.91,26.82,5.45,6.22,14.52,3.96,56.970000000000006,75.85,0.4719,4,2,2025-02-27,2025-02-27 00:00:00,2025-02-28 15:00:00,2025-03-03 03:00:00,7
438,2025-11-27,2025-11,FR,DTC,SHOP_UK,WH_EU_DE,WH_US_WEST,B2C_STD,,162.69,15.59,5.85,8.41,29.849999999999998,31.9,12.05,3.62,21.51,3.86,72.94,59.900000000000006,0.3682,4,1,2025-11-27,2025-11-27 01:00:00,2025-11-27 12:00:00,2025-11-28 19:00:00,18
439,2025-10-16,2025-10,US,AMZ,SHOP_US,WH_EU_DE,WH_UK,B2C_PROMO,,180.16,17.3,17.67,9.33,44.3,32.56,6.11,6.33,14.52,4.8,64.32,71.54000000000002,0.3971,4,1,2025-10-16,2025-10-16 01:00:00,2025-10-17 20:00:00,2025-10-22 00:00:00,12
440,2025-03-02,2025-03,UK,DTC,SHOP_US,WH_EU_DE,WH_UK,B2C_BUNDLE,CAMP003,156.58,8.03,10.38,1.61,20.02,24.04,10.23,3.99,14.37,2.35,54.98,81.58000000000001,0.521,5,1,2025-03-02,2025-03-02 00:00:00,2025-03-03 01:00:00,2025-03-09 21:00:00,19
441,2025-03-03,2025-03,US,DTC,SHOP_UK,WH_EU_DE,WH_AU,B2C_MEMBER,CAMP001,124.39,7.6,9.08,6.47,23.15,22.68,9.45,4.63,15.01,2.76,54.529999999999994,46.710000000000015,0.3755,1,1,2025-03-03,2025-03-03 00:00:00,2025-03-04 01:00:00,2025-03-06 16:00:00,16
442,2026-01-27,2026-01,UK,AMZ,SHOP_UK,WH_US_WEST,WH_UK,B2C_STD,,90.7,3.72,4.22,7.13,15.07,18.54,3.95,3.55,11.79,1.97,39.8,35.83,0.395,5,2,2026-01-27,2026-01-27 01:00:00,2026-01-27 20:00:00,2026-02-02 06:00:00,22
443,2025-06-17,2025-06,UK,DTC,SHOP_US,WH_UK,WH_AU,B2C_STD,,199.09,23.42,12.71,14.52,50.650000000000006,40.85,9.66,7.31,28.7,3.46,89.98,58.459999999999994,0.2936,5,2,2025-06-17,2025-06-17 00:00:00,2025-06-18 06:00:00,2025-06-23 01:00:00,27
444,2025-06-16,2025-06,DE,AMZ,SHOP_US,WH_AU,WH_EU_DE,B2C_MEMBER,,79.78,6.75,4.79,2.8,14.34,14.81,4.66,3.36,10.32,1.57,34.72,30.72,0.3851,3,1,2025-06-16,2025-06-16 01:00:00,2025-06-16 14:00:00,2025-06-18 07:00:00,24
445,2025-11-24,2025-11,US,DTC,SHOP_US,WH_EU_DE,WH_US_WEST,B2C_PROMO,,182.32,20.69,6.43,0.58,27.7,35.5,13.51,5.48,23.16,2.97,80.61999999999999,74.00000000000001,0.4059,1,1,2025-11-24,2025-11-24 01:00:00,2025-11-25 05:00:00,2025-11-28 13:00:00,17
446,2026-01-12,2026-01,US,AMZ,SHOP_EU,WH_EU_DE,WH_UK,B2C_BUNDLE,,81.33,4.09,3.04,2.36,9.49,20.05,6.27,3.49,8.75,1.04,39.6,32.24,0.3964,4,2,2026-01-12,2026-01-12 01:00:00,2026-01-13 11:00:00,2026-01-17 21:00:00,20
447,2026-01-26,2026-01,US,DTC,SHOP_UK,WH_EU_DE,WH_US_WEST,B2C_STD,CAMP003,167.57,16.45,14.85,11.08,42.379999999999995,31.46,11.22,5.53,13.42,2.39,64.02,61.17,0.365,2,2,2026-01-26,2026-01-26 01:00:00,2026-01-27 01:00:00,2026-01-29 08:00:00,15
448,2025-11-02,2025-11,FR,DTC,SHOP_EU,WH_UK,WH_US_WEST,B2C_PROMO,,194.36,18.77,9.09,10.91,38.769999999999996,34.17,6.67,6.71,17.18,2.35,67.08,88.51000000000003,0.4554,4,1,2025-11-02,2025-11-02 01:00:00,2025-11-03 07:00:00,2025-11-05 07:00:00,1
449,2025-06-18,2025-06,FR,DTC,SHOP_UK,WH_US_EAST,WH_US_WEST,B2C_PROMO,CAMP003,78.12,6.97,3.41,2.87,13.25,13.62,4.96,3.08,9.17,1.85,32.68,32.190000000000005,0.4121,5,3,2025-06-18,2025-06-18 01:00:00,2025-06-18 21:00:00,2025-06-21 05:00:00,2
450,2025-03-03,2025-03,UK,DTC,SHOP_UK,WH_US_EAST,WH_EU_DE,B2C_PROMO,CAMP002,43.19,5.03,2.82,0.19,8.04,8.46,2.18,0.89,5.5,1.0,18.03,17.119999999999997,0.3964,1,2,2025-03-03,2025-03-03 00:00:00,2025-03-04 12:00:00,2025-03-09 03:00:00,8
451,2025-11-11,2025-11,UK,AMZ,SHOP_UK,WH_US_WEST,WH_US_EAST,B2C_STD,,58.81,3.49,4.93,2.01,10.43,13.29,3.15,2.33,6.42,1.71,26.9,21.480000000000004,0.3652,1,2,2025-11-11,2025-11-11 00:00:00,2025-11-12 10:00:00,2025-11-17 17:00:00,22
452,2025-08-23,2025-08,UK,AMZ,SHOP_UK,WH_US_EAST,WH_UK,B2C_STD,,163.32,5.4,5.61,6.13,17.14,27.86,5.3,6.3,21.42,4.02,64.89999999999999,81.28000000000002,0.4977,1,2,2025-08-23,2025-08-23 00:00:00,2025-08-24 21:00:00,2025-08-27 06:00:00,25
453,2025-07-05,2025-07,US,DTC,SHOP_UK,WH_EU_DE,WH_US_EAST,B2C_PROMO,CAMP001,216.88,18.91,15.26,16.11,50.28,47.92,8.58,6.35,25.27,2.39,90.51,76.08999999999999,0.3508,3,1,2025-07-05,2025-07-05 01:00:00,2025-07-06 06:00:00,2025-07-11 11:00:00,2
454,2025-12-28,2025-12,FR,AMZ,SHOP_UK,WH_EU_DE,WH_US_EAST,B2C_STD,CAMP001,39.9,3.71,1.53,2.05,7.29,6.07,2.77,0.9,3.4,1.1,14.24,18.369999999999997,0.4604,4,1,2025-12-28,2025-12-28 00:00:00,2025-12-29 00:00:00,2026-01-04 06:00:00,19
455,2025-03-13,2025-03,US,AMZ,SHOP_UK,WH_EU_DE,WH_US_EAST,B2C_STD,,191.51,14.84,6.23,4.77,25.84,36.75,10.09,4.35,17.89,5.22,74.30000000000001,91.36999999999998,0.4771,3,2,2025-03-13,2025-03-13 01:00:00,2025-03-14 16:00:00,2025-03-18 12:00:00,9
456,2025-07-30,2025-07,US,DTC,SHOP_EU,WH_US_WEST,WH_US_WEST,B2C_MEMBER,CAMP001,105.09,4.28,3.54,4.42,12.24,23.92,4.74,5.01,14.59,1.98,50.24,42.61000000000001,0.4055,2,1,2025-07-30,2025-07-30 01:00:00,2025-07-30 05:00:00,2025-08-01 20:00:00,9
457,2025-02-05,2025-02,UK,DTC,SHOP_US,WH_EU_DE,WH_AU,B2C_STD,,135.28,9.53,11.96,0.71,22.200000000000003,24.87,6.66,5.5,17.69,2.94,57.66,55.42,0.4097,5,1,2025-02-05,2025-02-05 01:00:00,2025-02-05 08:00:00,2025-02-09 15:00:00,13
458,2025-07-22,2025-07,US,DTC,SHOP_US,WH_US_EAST,WH_US_WEST,B2C_BUNDLE,,234.35,12.0,8.97,18.23,39.2,48.36,17.04,5.58,33.43,6.92,111.33,83.81999999999998,0.3577,3,2,2025-07-22,2025-07-22 01:00:00,2025-07-22 08:00:00,2025-07-29 04:00:00,6
459,2025-02-21,2025-02,US,AMZ,SHOP_EU,WH_UK,WH_US_WEST,B2C_STD,,103.03,6.46,3.42,2.97,12.85,17.57,6.95,3.16,9.09,2.13,38.9,51.28000000000001,0.4977,3,1,2025-02-21,2025-02-21 00:00:00,2025-02-22 05:00:00,2025-02-24 11:00:00,15
460,2025-03-16,2025-03,DE,DTC,SHOP_EU,WH_UK,WH_US_EAST,B2C_PROMO,,132.37,11.19,8.03,5.06,24.279999999999998,29.68,5.77,5.0,19.76,3.72,63.93000000000001,44.16,0.3336,5,3,2025-03-16,2025-03-16 00:00:00,2025-03-16 07:00:00,2025-03-22 02:00:00,19
461,2025-03-15,2025-03,US,AMZ,SHOP_EU,WH_AU,WH_US_WEST,B2C_MEMBER,CAMP002,33.01,3.12,2.94,0.94,7.0,5.12,1.18,1.49,3.12,0.38,11.290000000000001,14.719999999999997,0.4459,1,1,2025-03-15,2025-03-15 00:00:00,2025-03-15 12:00:00,2025-03-19 02:00:00,21
462,2025-09-25,2025-09,UK,DTC,SHOP_EU,WH_US_EAST,WH_US_EAST,B2C_STD,,47.95,2.07,2.32,2.62,7.01,11.28,2.04,1.02,3.88,0.66,18.88,22.060000000000006,0.4601,5,1,2025-09-25,2025-09-25 01:00:00,2025-09-26 10:00:00,2025-09-29 09:00:00,15
463,2025-10-31,2025-10,US,AMZ,SHOP_UK,WH_EU_DE,WH_AU,B2C_STD,CAMP003,86.89,5.26,5.17,4.6,15.03,14.76,6.61,2.35,13.02,1.63,38.370000000000005,33.489999999999995,0.3854,4,2,2025-10-31,2025-10-31 00:00:00,2025-10-31 07:00:00,2025-11-04 21:00:00,18
464,2025-09-01,2025-09,US,DTC,SHOP_US,WH_UK,WH_UK,B2C_STD,,36.13,1.7,1.18,2.07,4.949999999999999,8.58,2.13,1.69,3.6,0.78,16.78,14.400000000000002,0.3986,5,2,2025-09-01,2025-09-01 00:00:00,2025-09-01 08:00:00,2025-09-04 07:00:00,7
465,2026-01-18,2026-01,US,DTC,SHOP_UK,WH_US_EAST,WH_US_EAST,B2C_STD,CAMP001,168.9,6.73,10.38,3.62,20.73,31.29,9.57,3.42,21.41,4.45,70.14,78.03000000000002,0.462,1,3,2026-01-18,2026-01-18 00:00:00,2026-01-19 02:00:00,2026-01-22 14:00:00,26
466,2025-06-17,2025-06,US,AMZ,SHOP_US,WH_UK,WH_AU,B2C_PROMO,,123.81,12.18,8.72,3.13,24.029999999999998,27.52,7.41,3.22,11.44,3.69,53.279999999999994,46.50000000000001,0.3756,5,1,2025-06-17,2025-06-17 01:00:00,2025-06-17 20:00:00,2025-06-24 15:00:00,11
467,2025-05-16,2025-05,DE,DTC,SHOP_US,WH_EU_DE,WH_UK,B2C_MEMBER,CAMP001,150.59,16.7,10.54,1.51,28.75,27.4,7.27,7.34,18.16,2.68,62.85,58.99,0.3917,3,3,2025-05-16,2025-05-16 00:00:00,2025-05-17 01:00:00,2025-05-21 06:00:00,8
468,2025-12-15,2025-12,US,AMZ,SHOP_EU,WH_UK,WH_EU_DE,B2C_STD,CAMP002,68.42,3.9,3.64,3.59,11.129999999999999,16.46,4.81,2.63,9.8,0.75,34.45,22.840000000000003,0.3338,2,3,2025-12-15,2025-12-15 01:00:00,2025-12-16 17:00:00,2025-12-18 10:00:00,6
469,2025-04-23,2025-04,UK,DTC,SHOP_UK,WH_AU,WH_US_EAST,B2C_STD,CAMP002,95.11,9.05,4.95,0.3,14.3,15.47,5.34,2.65,9.74,2.48,35.68,45.13,0.4745,3,2,2025-04-23,2025-04-23 00:00:00,2025-04-23 11:00:00,2025-04-25 14:00:00,8
470,2026-01-18,2026-01,UK,DTC,SHOP_EU,WH_AU,WH_US_EAST,B2C_STD,CAMP001,176.04,19.31,6.6,8.42,34.33,29.55,6.31,3.87,22.34,3.89,65.96,75.74999999999999,0.4303,2,1,2026-01-18,2026-01-18 01:00:00,2026-01-19 13:00:00,2026-01-23 20:00:00,2
471,2025-02-05,2025-02,UK,AMZ,SHOP_UK,WH_UK,WH_EU_DE,B2C_PROMO,,242.37,25.35,13.49,16.86,55.7,48.31,8.84,5.05,22.58,3.39,88.17,98.50000000000001,0.4064,5,2,2025-02-05,2025-02-05 00:00:00,2025-02-06 17:00:00,2025-02-08 08:00:00,19
472,2026-01-21,2026-01,FR,DTC,SHOP_US,WH_US_EAST,WH_EU_DE,B2C_STD,CAMP002,41.09,1.57,1.52,2.93,6.02,6.5,2.34,1.12,5.08,0.82,15.860000000000001,19.210000000000008,0.4675,4,3,2026-01-21,2026-01-21 00:00:00,2026-01-22 22:00:00,2026-01-27 02:00:00,16
473,2025-02-16,2025-02,DE,DTC,SHOP_EU,WH_US_EAST,WH_US_EAST,B2C_PROMO,,225.88,26.12,18.9,8.11,53.129999999999995,38.31,17.35,10.49,23.39,5.61,95.15,77.6,0.3435,5,3,2025-02-16,2025-02-16 00:00:00,2025-02-16 19:00:00,2025-02-23 11:00:00,7
474,2025-12-23,2025-12,US,AMZ,SHOP_EU,WH_US_EAST,WH_EU_DE,B2C_PROMO,,156.91,9.05,15.32,5.77,30.14,38.35,7.13,5.1,14.87,3.99,69.44,57.33,0.3654,1,2,2025-12-23,2025-12-23 01:00:00,2025-12-23 09:00:00,2025-12-25 10:00:00,10
475,2025-08-12,2025-08,US,AMZ,SHOP_US,WH_UK,WH_US_WEST,B2C_PROMO,,154.06,8.31,15.08,0.95,24.34,38.15,11.32,6.41,15.7,3.08,74.66,55.06,0.3574,5,2,2025-08-12,2025-08-12 00:00:00,2025-08-12 19:00:00,2025-08-14 22:00:00,12
476,2026-01-29,2026-01,US,DTC,SHOP_US,WH_US_EAST,WH_UK,B2C_STD,CAMP001,140.06,3.68,12.68,7.52,23.88,26.28,9.55,6.66,12.96,2.26,57.709999999999994,58.47000000000001,0.4175,2,2,2026-01-29,2026-01-29 00:00:00,2026-01-29 10:00:00,2026-02-03 18:00:00,17
477,2025-02-27,2025-02,UK,DTC,SHOP_US,WH_EU_DE,WH_UK,B2C_PROMO,CAMP003,45.27,3.11,3.26,2.97,9.34,10.97,1.92,1.46,6.48,1.33,22.160000000000004,13.770000000000003,0.3042,3,2,2025-02-27,2025-02-27 01:00:00,2025-02-27 05:00:00,2025-03-03 09:00:00,7
478,2025-08-22,2025-08,US,DTC,SHOP_EU,WH_AU,WH_UK,B2C_STD,,49.77,1.54,3.93,0.97,6.44,10.18,1.58,1.28,5.37,1.16,19.57,23.760000000000005,0.4774,4,2,2025-08-22,2025-08-22 01:00:00,2025-08-22 13:00:00,2025-08-23 21:00:00,22
479,2026-01-20,2026-01,UK,DTC,SHOP_UK,WH_EU_DE,WH_US_WEST,B2C_STD,CAMP003,162.2,7.28,8.1,5.47,20.849999999999998,28.71,5.69,5.76,15.76,2.95,58.87,82.47999999999999,0.5085,5,3,2026-01-20,2026-01-20 01:00:00,2026-01-20 22:00:00,2026-01-24 00:00:00,8
480,2025-08-10,2025-08,UK,AMZ,SHOP_EU,WH_US_EAST,WH_EU_DE,B2C_BUNDLE,CAMP001,105.01,5.43,7.79,7.05,20.27,23.13,6.98,4.96,11.7,1.64,48.41,36.33000000000001,0.346,5,2,2025-08-10,2025-08-10 01:00:00,2025-08-10 07:00:00,2025-08-14 10:00:00,7
481,2025-09-18,2025-09,US,DTC,SHOP_UK,WH_EU_DE,WH_AU,B2C_PROMO,,231.8,23.38,14.35,16.27,54.0,50.04,9.27,10.23,23.75,5.71,99.0,78.80000000000001,0.3399,3,1,2025-09-18,2025-09-18 00:00:00,2025-09-19 03:00:00,2025-09-25 04:00:00,4
482,2025-10-12,2025-10,DE,AMZ,SHOP_EU,WH_US_EAST,WH_EU_DE,B2C_STD,,119.45,12.85,7.61,2.32,22.78,29.73,5.8,2.62,15.78,1.77,55.7,40.97,0.343,4,3,2025-10-12,2025-10-12 00:00:00,2025-10-13 07:00:00,2025-10-15 14:00:00,3
483,2025-07-16,2025-07,US,AMZ,SHOP_EU,WH_UK,WH_US_EAST,B2C_STD,,61.52,3.09,5.11,2.71,10.91,10.86,3.39,2.51,9.1,0.83,26.689999999999998,23.92,0.3888,5,3,2025-07-16,2025-07-16 01:00:00,2025-07-16 14:00:00,2025-07-19 22:00:00,19
484,2025-09-18,2025-09,US,AMZ,SHOP_US,WH_EU_DE,WH_UK,B2C_STD,CAMP001,187.24,19.82,9.31,2.88,32.010000000000005,40.67,12.41,6.96,20.72,3.86,84.61999999999999,70.61000000000003,0.3771,5,1,2025-09-18,2025-09-18 00:00:00,2025-09-18 12:00:00,2025-09-21 17:00:00,15
485,2025-09-02,2025-09,DE,AMZ,SHOP_UK,WH_UK,WH_EU_DE,B2C_STD,,94.54,10.0,4.94,0.77,15.71,14.67,3.37,4.46,13.26,1.49,37.25,41.58000000000001,0.4398,2,1,2025-09-02,2025-09-02 01:00:00,2025-09-02 17:00:00,2025-09-08 12:00:00,4
486,2025-12-26,2025-12,UK,AMZ,SHOP_EU,WH_UK,WH_AU,B2C_STD,CAMP002,145.6,14.05,13.79,10.61,38.45,23.49,7.33,3.45,17.42,3.29,54.980000000000004,52.16999999999999,0.3583,2,3,2025-12-26,2025-12-26 00:00:00,2025-12-27 14:00:00,2026-01-03 13:00:00,25
487,2025-02-17,2025-02,UK,AMZ,SHOP_EU,WH_US_WEST,WH_US_EAST,B2C_STD,CAMP002,183.52,6.36,6.23,12.05,24.64,27.6,9.96,6.61,16.7,2.27,63.14000000000001,95.73999999999998,0.5217,1,2,2025-02-17,2025-02-17 01:00:00,2025-02-18 03:00:00,2025-02-21 16:00:00,9
488,2025-05-14,2025-05,US,DTC,SHOP_US,WH_US_EAST,WH_US_WEST,B2C_STD,,228.06,20.3,14.59,13.87,48.76,57.0,13.01,10.58,29.27,5.27,115.13,64.17000000000002,0.2814,3,3,2025-05-14,2025-05-14 00:00:00,2025-05-14 20:00:00,2025-05-19 07:00:00,13
489,2026-01-13,2026-01,US,AMZ,SHOP_US,WH_AU,WH_US_WEST,B2C_PROMO,CAMP002,204.28,23.39,19.18,0.8,43.37,47.03,14.49,6.6,23.68,3.2,95.00000000000001,65.90999999999998,0.3226,4,3,2026-01-13,2026-01-13 01:00:00,2026-01-13 11:00:00,2026-01-16 18:00:00,18
490,2025-12-22,2025-12,DE,AMZ,SHOP_UK,WH_US_EAST,WH_AU,B2C_PROMO,CAMP002,178.8,15.78,13.0,12.07,40.85,40.89,6.9,6.16,22.45,1.79,78.19000000000001,59.760000000000005,0.3342,5,1,2025-12-22,2025-12-22 01:00:00,2025-12-22 20:00:00,2025-12-24 18:00:00,21
491,2025-07-17,2025-07,DE,AMZ,SHOP_EU,WH_AU,WH_US_EAST,B2C_PROMO,CAMP001,179.52,9.54,12.25,6.29,28.08,36.08,12.64,3.97,25.54,2.25,80.47999999999999,70.96000000000001,0.3953,5,3,2025-07-17,2025-07-17 00:00:00,2025-07-18 19:00:00,2025-07-20 11:00:00,16
492,2025-09-15,2025-09,UK,AMZ,SHOP_UK,WH_US_EAST,WH_UK,B2C_STD,,238.1,16.68,11.31,6.52,34.510000000000005,42.86,15.39,6.75,26.39,6.83,98.22,105.36999999999998,0.4425,1,2,2025-09-15,2025-09-15 00:00:00,2025-09-16 15:00:00,2025-09-20 20:00:00,1
493,2025-05-13,2025-05,US,AMZ,SHOP_EU,WH_UK,WH_EU_DE,B2C_MEMBER,,95.08,8.04,5.14,4.16,17.34,15.7,5.5,2.83,13.6,2.6,40.230000000000004,37.50999999999999,0.3945,5,1,2025-05-13,2025-05-13 00:00:00,2025-05-13 23:00:00,2025-05-15 20:00:00,4
494,2025-04-10,2025-04,UK,AMZ,SHOP_UK,WH_EU_DE,WH_US_EAST,B2C_BUNDLE,,30.24,2.15,2.71,0.22,5.079999999999999,5.4,1.96,1.46,4.01,0.44,13.27,11.89,0.3932,3,3,2025-04-10,2025-04-10 01:00:00,2025-04-11 04:00:00,2025-04-16 15:00:00,18
495,2025-07-20,2025-07,US,AMZ,SHOP_US,WH_EU_DE,WH_US_WEST,B2C_BUNDLE,,89.83,2.87,6.21,5.44,14.52,16.85,4.55,2.56,10.26,2.3,36.519999999999996,38.790000000000006,0.4318,1,3,2025-07-20,2025-07-20 00:00:00,2025-07-20 08:00:00,2025-07-22 00:00:00,8
